dt,observed,Mercedes_32_1,Mercedes_32_7,Mercedes_32_15,Mercedes_32_30,Mercedes_160_1,Mercedes_160_7,Mercedes_160_15,Mercedes_160_30,Mercedes_352_1,Mercedes_352_7,Mercedes_352_15,Mercedes_352_30
2015-11-10,2.8,,,,,,,,,,,,
2015-11-11,2.7,,,,,,,,,,,,
2015-11-12,2.78,,,,,,,,,,,,
2015-11-13,2.78,,,,,,,,,,,,
2015-11-14,2.65,,,,,,,,,,,,
2015-11-15,2.85,,,,,,,,,,,,
2015-11-16,2.8,,,,,,,,,,,,
2015-11-17,2.75,,,,,,,,,,,,
2015-11-18,2.75,,,,,,,,,,,,
2015-11-19,2.55,,,,,,,,,,,,
2015-11-20,2.57,,,,,,,,,,,,
2015-11-21,2.6,,,,,,,,,,,,
2015-11-22,2.38,,,,,,,,,,,,
2015-11-23,2.2,,,,,,,,,,,,
2015-11-24,2.45,,,,,,,,,,,,
2015-11-25,2.5,,,,,,,,,,,,
2015-11-26,2.31,,,,,,,,,,,,
2015-11-27,2.32,,,,,,,,,,,,
2015-11-28,2.1,,,,,,,,,,,,
2015-11-29,2.25,,,,,,,,,,,,
2015-11-30,1.95,,,,,,,,,,,,
2015-12-01,1.62,,,,,,,,,,,,
2015-12-02,1.5,,,,,,,,,,,,
2015-12-03,1.58,,,,,,,,,,,,
2015-12-04,1.38,,,,,,,,,,,,
2015-12-05,1.4,,,,,,,,,,,,
2015-12-06,1.55,,,,,,,,,,,,
2015-12-07,1.65,,,,,,,,,,,,
2015-12-08,1.37,,,,,,,,,,,,
2015-12-09,1.2,,,,,,,,,,,,
2015-12-10,1.2,,,,,,,,,,,,
2015-12-11,1.23,,,,,,,,,,,,
2015-12-12,1.31,,,,,,,,,,,,
2015-12-13,1.3,,,,,,,,,,,,
2015-12-14,1.64,,,,,,,,,,,,
2015-12-15,1.45,,,,,,,,,,,,
2015-12-16,2.1,,,,,,,,,,,,
2015-12-17,1.9,,,,,,,,,,,,
2015-12-18,2.0,,,,,,,,,,,,
2015-12-19,2.3,,,,,,,,,,,,
2015-12-20,2.4,,,,,,,,,,,,
2015-12-21,2.11,,,,,,,,,,,,
2015-12-22,2.18,,,,,,,,,,,,
2015-12-23,2.48,,,,,,,,,,,,
2015-12-24,2.6,,,,,,,,,,,,
2015-12-25,2.85,,,,,,,,,,,,
2015-12-26,2.85,,,,,,,,,,,,
2015-12-27,3.0,,,,,,,,,,,,
2015-12-28,3.01,,,,,,,,,,,,
2015-12-29,3.22,,,,,,,,,,,,
2015-12-30,3.03,,,,,,,,,,,,
2015-12-31,3.25,,,,,,,,,,,,
2016-01-01,3.62,,,,,,,,,,,,
2016-01-02,3.55,,,,,,,,,,,,
2016-01-03,3.5,,,,,,,,,,,,
2016-01-04,3.41,,,,,,,,,,,,
2016-01-05,3.25,,,,,,,,,,,,
2016-01-06,3.24,,,,,,,,,,,,
2016-01-07,3.35,,,,,,,,,,,,
2016-01-08,3.05,,,,,,,,,,,,
2016-01-09,2.9,,,,,,,,,,,,
2016-01-10,2.8,,,,,,,,,,,,
2016-01-11,2.7,,,,,,,,,,,,
2016-01-12,2.7,,,,,,,,,,,,
2016-01-13,2.6,,,,,,,,,,,,
2016-01-14,2.63,,,,,,,,,,,,
2016-01-15,2.34,,,,,,,,,,,,
2016-01-16,2.2,,,,,,,,,,,,
2016-01-17,2.15,,,,,,,,,,,,
2016-01-18,1.85,,,,,,,,,,,,
2016-01-19,2.05,,,,,,,,,,,,
2016-01-20,2.0,,,,,,,,,,,,
2016-01-21,1.8,,,,,,,,,,,,
2016-01-22,1.78,,,,,,,,,,,,
2016-01-23,1.87,,,,,,,,,,,,
2016-01-24,1.97,,,,,,,,,,,,
2016-01-25,1.6,,,,,,,,,,,,
2016-01-26,1.45,,,,,,,,,,,,
2016-01-27,1.87,,,,,,,,,,,,
2016-01-28,1.85,,,,,,,,,,,,
2016-01-29,1.67,,,,,,,,,,,,
2016-01-30,1.5,,,,,,,,,,,,
2016-01-31,1.97,,,,,,,,,,,,
2016-02-01,2.05,,,,,,,,,,,,
2016-02-02,2.0,,,,,,,,,,,,
2016-02-03,1.5,,,,,,,,,,,,
2016-02-04,1.69,,,,,,,,,,,,
2016-02-05,1.5,,,,,,,,,,,,
2016-02-06,1.85,,,,,,,,,,,,
2016-02-07,1.78,,,,,,,,,,,,
2016-02-08,1.21,,,,,,,,,,,,
2016-02-09,1.47,,,,,,,,,,,,
2016-02-10,1.55,,,,,,,,,,,,
2016-02-11,1.35,,,,,,,,,,,,
2016-02-12,1.8,,,,,,,,,,,,
2016-02-13,1.85,,,,,,,,,,,,
2016-02-14,1.85,,,,,,,,,,,,
2016-02-15,1.87,,,,,,,,,,,,
2016-02-16,1.83,,,,,,,,,,,,
2016-02-17,1.8,,,,,,,,,,,,
2016-02-18,1.85,,,,,,,,,,,,
2016-02-19,1.85,,,,,,,,,,,,
2016-02-20,2.0,,,,,,,,,,,,
2016-02-21,1.7,,,,,,,,,,,,
2016-02-22,1.43,,,,,,,,,,,,
2016-02-23,1.84,,,,,,,,,,,,
2016-02-24,1.7,,,,,,,,,,,,
2016-02-25,1.82,,,,,,,,,,,,
2016-02-26,2.15,,,,,,,,,,,,
2016-02-27,2.0,,,,,,,,,,,,
2016-02-28,2.15,,,,,,,,,,,,
2016-02-29,1.77,,,,,,,,,,,,
2016-03-01,2.0,,,,,,,,,,,,
2016-03-02,1.94,,,,,,,,,,,,
2016-03-03,2.05,,,,,,,,,,,,
2016-03-04,2.0,,,,,,,,,,,,
2016-03-05,1.8,,,,,,,,,,,,
2016-03-06,1.65,,,,,,,,,,,,
2016-03-07,1.6,,,,,,,,,,,,
2016-03-08,1.45,,,,,,,,,,,,
2016-03-09,1.5,,,,,,,,,,,,
2016-03-10,2.05,,,,,,,,,,,,
2016-03-11,2.7,,,,,,,,,,,,
2016-03-12,2.0,,,,,,,,,,,,
2016-03-13,2.0,,,,,,,,,,,,
2016-03-14,1.6,,,,,,,,,,,,
2016-03-15,1.28,,,,,,,,,,,,
2016-03-16,1.3,,,,,,,,,,,,
2016-03-17,1.55,,,,,,,,,,,,
2016-03-18,1.38,,,,,,,,,,,,
2016-03-19,1.85,,,,,,,,,,,,
2016-03-20,1.98,,,,,,,,,,,,
2016-03-21,2.0,,,,,,,,,,,,
2016-03-22,1.4,,,,,,,,,,,,
2016-03-23,1.24,,,,,,,,,,,,
2016-03-24,1.41,,,,,,,,,,,,
2016-03-25,2.1,,,,,,,,,,,,
2016-03-26,2.1,,,,,,,,,,,,
2016-03-27,1.8,,,,,,,,,,,,
2016-03-28,1.55,,,,,,,,,,,,
2016-03-29,1.4,,,,,,,,,,,,
2016-03-30,1.1,,,,,,,,,,,,
2016-03-31,1.2,,,,,,,,,,,,
2016-04-01,1.34,,,,,,,,,,,,
2016-04-02,1.7,,,,,,,,,,,,
2016-04-03,1.8,,,,,,,,,,,,
2016-04-04,1.68,,,,,,,,,,,,
2016-04-05,1.9,,,,,,,,,,,,
2016-04-06,2.05,,,,,,,,,,,,
2016-04-07,2.55,,,,,,,,,,,,
2016-04-08,2.75,,,,,,,,,,,,
2016-04-09,2.58,,,,,,,,,,,,
2016-04-10,2.6,,,,,,,,,,,,
2016-04-11,2.88,,,,,,,,,,,,
2016-04-12,2.6,,,,,,,,,,,,
2016-04-13,2.4,,,,,,,,,,,,
2016-04-14,2.51,,,,,,,,,,,,
2016-04-15,2.7,,,,,,,,,,,,
2016-04-16,2.8,,,,,,,,,,,,
2016-04-17,3.0,,,,,,,,,,,,
2016-04-18,4.35,,,,,,,,,,,,
2016-04-19,6.0,,,,,,,,,,,,
2016-04-20,7.75,,,,,,,,,,,,
2016-04-21,8.12,,,,,,,,,,,,
2016-04-22,7.95,,,,,,,,,,,,
2016-04-23,7.7,,,,,,,,,,,,
2016-04-24,7.55,,,,,,,,,,,,
2016-04-25,7.39,,,,,,,,,,,,
2016-04-26,7.34,,,,,,,,,,,,
2016-04-27,7.38,,,,,,,,,,,,
2016-04-28,7.45,,,,,,,,,,,,
2016-04-29,7.45,,,,,,,,,,,,
2016-04-30,7.2,,,,,,,,,,,,
2016-05-01,7.05,,,,,,,,,,,,
2016-05-02,6.85,,,,,,,,,,,,
2016-05-03,6.75,,,,,,,,,,,,
2016-05-04,6.7,,,,,,,,,,,,
2016-05-05,6.6,,,,,,,,,,,,
2016-05-06,6.5,,,,,,,,,,,,
2016-05-07,6.39,,,,,,,,,,,,
2016-05-08,6.22,,,,,,,,,,,,
2016-05-09,5.98,,,,,,,,,,,,
2016-05-10,5.76,,,,,,,,,,,,
2016-05-11,5.35,,,,,,,,,,,,
2016-05-12,4.57,,,,,,,,,,,,
2016-05-13,4.25,,,,,,,,,,,,
2016-05-14,3.44,,,,,,,,,,,,
2016-05-15,3.2,,,,,,,,,,,,
2016-05-16,3.0,,,,,,,,,,,,
2016-05-17,2.99,,,,,,,,,,,,
2016-05-18,2.73,,,,,,,,,,,,
2016-05-19,2.58,,,,,,,,,,,,
2016-05-20,2.56,,,,,,,,,,,,
2016-05-21,2.46,,,,,,,,,,,,
2016-05-22,2.53,,,,,,,,,,,,
2016-05-23,2.49,,,,,,,,,,,,
2016-05-24,2.45,,,,,,,,,,,,
2016-05-25,2.4,,,,,,,,,,,,
2016-05-26,2.35,,,,,,,,,,,,
2016-05-27,2.42,,,,,,,,,,,,
2016-05-28,2.5,,,,,,,,,,,,
2016-05-29,2.38,,,,,,,,,,,,
2016-05-30,2.27,,,,,,,,,,,,
2016-05-31,1.89,,,,,,,,,,,,
2016-06-01,1.85,,,,,,,,,,,,
2016-06-02,1.84,,,,,,,,,,,,
2016-06-03,2.28,,,,,,,,,,,,
2016-06-04,2.58,,,,,,,,,,,,
2016-06-05,2.5,,,,,,,,,,,,
2016-06-06,2.28,,,,,,,,,,,,
2016-06-07,2.15,,,,,,,,,,,,
2016-06-08,2.15,,,,,,,,,,,,
2016-06-09,2.17,,,,,,,,,,,,
2016-06-10,2.2,,,,,,,,,,,,
2016-06-11,2.12,,,,,,,,,,,,
2016-06-12,2.0,,,,,,,,,,,,
2016-06-13,1.8,,,,,,,,,,,,
2016-06-14,2.0,,,,,,,,,,,,
2016-06-15,2.05,,,,,,,,,,,,
2016-06-16,2.05,,,,,,,,,,,,
2016-06-17,2.0,,,,,,,,,,,,
2016-06-18,2.0,,,,,,,,,,,,
2016-06-19,2.0,,,,,,,,,,,,
2016-06-20,2.1,,,,,,,,,,,,
2016-06-21,2.08,,,,,,,,,,,,
2016-06-22,2.05,,,,,,,,,,,,
2016-06-23,1.95,,,,,,,,,,,,
2016-06-24,2.0,,,,,,,,,,,,
2016-06-25,2.0,,,,,,,,,,,,
2016-06-26,1.87,,,,,,,,,,,,
2016-06-27,1.9,,,,,,,,,,,,
2016-06-28,1.9,,,,,,,,,,,,
2016-06-29,1.35,,,,,,,,,,,,
2016-06-30,1.35,,,,,,,,,,,,
2016-07-01,1.3,,,,,,,,,,,,
2016-07-02,1.52,,,,,,,,,,,,
2016-07-03,1.58,,,,,,,,,,,,
2016-07-04,1.7,,,,,,,,,,,,
2016-07-05,1.9,,,,,,,,,,,,
2016-07-06,2.38,,,,,,,,,,,,
2016-07-07,2.24,,,,,,,,,,,,
2016-07-08,3.25,,,,,,,,,,,,
2016-07-09,3.9,,,,,,,,,,,,
2016-07-10,3.9,,,,,,,,,,,,
2016-07-11,3.72,,,,,,,,,,,,
2016-07-12,3.54,,,,,,,,,,,,
2016-07-13,3.4,,,,,,,,,,,,
2016-07-14,3.2,,,,,,,,,,,,
2016-07-15,3.12,,,,,,,,,,,,
2016-07-16,2.9,,,,,,,,,,,,
2016-07-17,2.5,,,,,,,,,,,,
2016-07-18,2.96,,,,,,,,,,,,
2016-07-19,3.24,,,,,,,,,,,,
2016-07-20,2.77,,,,,,,,,,,,
2016-07-21,2.45,,,,,,,,,,,,
2016-07-22,2.5,,,,,,,,,,,,
2016-07-23,2.65,,,,,,,,,,,,
2016-07-24,2.5,,,,,,,,,,,,
2016-07-25,2.7,,,,,,,,,,,,
2016-07-26,2.85,,,,,,,,,,,,
2016-07-27,3.39,,,,,,,,,,,,
2016-07-28,4.08,,,,,,,,,,,,
2016-07-29,4.25,,,,,,,,,,,,
2016-07-30,4.0,,,,,,,,,,,,
2016-07-31,3.57,,,,,,,,,,,,
2016-08-01,2.95,,,,,,,,,,,,
2016-08-02,2.9,,,,,,,,,,,,
2016-08-03,2.8,,,,,,,,,,,,
2016-08-04,2.52,,,,,,,,,,,,
2016-08-05,2.2,,,,,,,,,,,,
2016-08-06,2.1,,,,,,,,,,,,
2016-08-07,2.0,,,,,,,,,,,,
2016-08-08,1.85,,,,,,,,,,,,
2016-08-09,1.9,,,,,,,,,,,,
2016-08-10,1.95,,,,,,,,,,,,
2016-08-11,1.85,,,,,,,,,,,,
2016-08-12,1.98,,,,,,,,,,,,
2016-08-13,1.4,,,,,,,,,,,,
2016-08-14,1.05,,,,,,,,,,,,
2016-08-15,1.34,,,,,,,,,,,,
2016-08-16,1.3,,,,,,,,,,,,
2016-08-17,1.23,,,,,,,,,,,,
2016-08-18,1.2,,,,,,,,,,,,
2016-08-19,1.82,,,,,,,,,,,,
